id,question_len,num_word_in_question,answer_len,num_word_in_answer,num_word_in_token
553fa78b1d53b76422000007_020,81,20,7,5,279
553fa78b1d53b76422000007_021,81,20,10,8,279
553fa78b1d53b76422000007_022,81,20,7,5,279
553fa78b1d53b76422000007_023,81,20,6,4,119
553fa78b1d53b76422000007_024,81,20,6,4,119
553fa78b1d53b76422000007_025,81,20,6,4,119
553fa78b1d53b76422000007_026,81,20,6,4,119
553fa78b1d53b76422000007_027,81,20,6,4,311
553fa78b1d53b76422000007_028,81,20,7,5,311
553fa78b1d53b76422000007_029,81,20,7,5,311
553fa78b1d53b76422000007_030,81,20,7,5,311
553fa78b1d53b76422000007_031,81,20,6,4,311
553fa78b1d53b76422000007_032,81,20,6,4,311
553fa78b1d53b76422000007_033,81,20,7,5,311
553fa78b1d53b76422000007_034,81,20,7,5,311
553fa78b1d53b76422000007_035,81,20,7,5,311
553fa78b1d53b76422000007_036,81,20,7,5,311
553fa78b1d53b76422000007_037,81,20,7,5,311
553fa78b1d53b76422000007_038,81,20,7,5,311
553fa78b1d53b76422000007_039,81,20,8,5,306
553fa78b1d53b76422000007_040,81,20,8,5,306
553fa78b1d53b76422000007_041,81,20,8,5,306
553fa78b1d53b76422000007_042,81,20,6,4,346
553fa78b1d53b76422000007_043,81,20,6,4,346
553fa78b1d53b76422000007_044,81,20,6,4,346
553fa78b1d53b76422000007_045,81,20,8,5,443
553fa78b1d53b76422000007_046,81,20,6,4,262
553fa78b1d53b76422000007_047,81,20,6,4,262
553fa78b1d53b76422000007_048,81,20,6,4,311
553fa78b1d53b76422000007_049,81,20,7,5,311
553fa78b1d53b76422000007_050,81,20,7,5,311
553fa78b1d53b76422000007_051,81,20,7,5,311
5149199dd24251bc05000040_001,82,22,14,6,245
5149199dd24251bc05000040_002,82,22,14,6,251
5149199dd24251bc05000040_003,82,22,14,6,229
5149199dd24251bc05000040_004,82,22,14,6,229
5149199dd24251bc05000040_005,82,22,11,4,395
5149199dd24251bc05000040_006,82,22,14,6,229
5709e4b2cf1c32585100001c_001,59,13,5,6,254
5709e4b2cf1c32585100001c_002,59,13,5,6,254
5709e4b2cf1c32585100001c_003,59,13,5,6,184
5709e4b2cf1c32585100001c_004,59,13,5,6,184
5709e4b2cf1c32585100001c_005,59,13,5,6,217
5709e4b2cf1c32585100001c_006,59,13,5,6,183
5709e4b2cf1c32585100001c_007,59,13,5,6,183
5709e4b2cf1c32585100001c_008,59,13,5,6,138
55072c803b8a5dc045000001_001,65,20,7,4,267
55072c803b8a5dc045000001_002,65,20,7,4,267
55072c803b8a5dc045000001_003,65,20,7,4,267
53061af558348c0f52000002_001,59,11,31,5,210
53061af558348c0f52000002_002,59,11,69,11,210
53061af558348c0f52000002_003,59,11,18,2,274
53137541e3eabad021000010_001,31,9,4,4,204
53137541e3eabad021000010_002,31,9,4,3,204
53137541e3eabad021000010_003,31,9,3,2,204
53137541e3eabad021000010_004,31,9,4,4,204
53137541e3eabad021000010_005,31,9,4,4,208
53137541e3eabad021000010_006,31,9,4,3,208
53137541e3eabad021000010_007,31,9,3,2,208
53137541e3eabad021000010_009,31,9,4,4,208
53137541e3eabad021000010_010,31,9,4,4,282
53137541e3eabad021000010_011,31,9,4,3,282
53137541e3eabad021000010_012,31,9,3,2,282
53137541e3eabad021000010_014,31,9,4,4,282
53137541e3eabad021000010_016,31,9,4,3,322
53137541e3eabad021000010_017,31,9,3,2,322
53137541e3eabad021000010_019,31,9,4,4,322
53137541e3eabad021000010_020,31,9,4,4,159
53137541e3eabad021000010_021,31,9,4,3,159
53137541e3eabad021000010_022,31,9,3,2,159
53137541e3eabad021000010_024,31,9,4,4,159
53137541e3eabad021000010_026,31,9,4,3,122
53137541e3eabad021000010_027,31,9,3,2,122
53137541e3eabad021000010_029,31,9,4,4,122
53137541e3eabad021000010_030,31,9,4,4,308
53137541e3eabad021000010_031,31,9,4,3,308
53137541e3eabad021000010_032,31,9,3,2,308
53137541e3eabad021000010_033,31,9,4,4,308
53137541e3eabad021000010_034,31,9,4,4,249
53137541e3eabad021000010_035,31,9,4,3,249
53137541e3eabad021000010_036,31,9,3,2,249
53137541e3eabad021000010_037,31,9,4,4,249
53137541e3eabad021000010_039,31,9,4,3,231
53137541e3eabad021000010_040,31,9,3,2,231
53137541e3eabad021000010_041,31,9,4,4,231
53137541e3eabad021000010_043,31,9,4,3,277
53137541e3eabad021000010_044,31,9,3,2,277
53137541e3eabad021000010_046,31,9,4,4,277
53137541e3eabad021000010_048,31,9,4,3,233
53137541e3eabad021000010_049,31,9,3,2,233
53137541e3eabad021000010_051,31,9,4,4,233
53137541e3eabad021000010_054,31,9,4,3,213
53137541e3eabad021000010_055,31,9,3,2,213
53137541e3eabad021000010_057,31,9,4,4,213
53137541e3eabad021000010_058,31,9,4,4,268
53137541e3eabad021000010_059,31,9,4,3,268
53137541e3eabad021000010_060,31,9,3,2,268
53137541e3eabad021000010_062,31,9,4,4,268
53137541e3eabad021000010_064,31,9,4,3,219
53137541e3eabad021000010_065,31,9,3,2,219
53137541e3eabad021000010_067,31,9,4,4,219
53137541e3eabad021000010_068,31,9,4,4,334
53137541e3eabad021000010_069,31,9,4,3,334
53137541e3eabad021000010_070,31,9,3,2,334
53137541e3eabad021000010_072,31,9,4,4,334
53137541e3eabad021000010_074,31,9,4,3,264
53137541e3eabad021000010_075,31,9,3,2,264
53137541e3eabad021000010_077,31,9,4,4,264
53137541e3eabad021000010_079,31,9,4,3,264
53137541e3eabad021000010_080,31,9,3,2,264
53137541e3eabad021000010_082,31,9,4,4,264
53137541e3eabad021000010_085,31,9,4,3,213
53137541e3eabad021000010_086,31,9,4,3,213
53137541e3eabad021000010_087,31,9,3,2,213
53137541e3eabad021000010_089,31,9,4,4,213
53137541e3eabad021000010_091,31,9,4,3,264
53137541e3eabad021000010_092,31,9,3,2,264
53137541e3eabad021000010_094,31,9,4,4,264
53137541e3eabad021000010_095,31,9,4,4,249
53137541e3eabad021000010_096,31,9,4,3,249
53137541e3eabad021000010_097,31,9,3,2,249
53137541e3eabad021000010_098,31,9,4,4,249
53137541e3eabad021000010_099,31,9,4,4,268
53137541e3eabad021000010_100,31,9,4,3,268
53137541e3eabad021000010_101,31,9,3,2,268
53137541e3eabad021000010_103,31,9,4,4,268
5718bbb37de986d80d00000b_001,84,16,57,16,258
5718bbb37de986d80d00000b_002,84,16,15,3,258
5718bbb37de986d80d00000b_003,84,16,42,11,258
5718bbb37de986d80d00000b_004,84,16,50,17,258
5718bbb37de986d80d00000b_005,84,16,64,18,258
5718bbb37de986d80d00000b_006,84,16,63,17,258
5718bbb37de986d80d00000b_007,84,16,15,3,158
54f9d3eedd3fc62544000004_001,104,26,18,8,309
54f9d3eedd3fc62544000004_003,104,26,13,5,309
54f9d3eedd3fc62544000004_005,104,26,7,3,309
54f9d3eedd3fc62544000004_007,104,26,7,4,309
54f9d3eedd3fc62544000004_014,104,26,7,3,240
54f9d3eedd3fc62544000004_016,104,26,7,4,240
54f9d3eedd3fc62544000004_019,104,26,18,8,201
54f9d3eedd3fc62544000004_021,104,26,7,3,201
54f9d3eedd3fc62544000004_022,104,26,7,4,201
54f9d3eedd3fc62544000004_024,104,26,18,8,307
54f9d3eedd3fc62544000004_026,104,26,13,5,307
54f9d3eedd3fc62544000004_027,104,26,7,3,307
54f9d3eedd3fc62544000004_028,104,26,7,4,307
54f9d3eedd3fc62544000004_031,104,26,18,8,268
54f9d3eedd3fc62544000004_034,104,26,13,5,268
54f9d3eedd3fc62544000004_035,104,26,13,5,268
54f9d3eedd3fc62544000004_036,104,26,7,3,268
54f9d3eedd3fc62544000004_037,104,26,7,4,268
54f9d3eedd3fc62544000004_038,104,26,7,4,268
54f9d3eedd3fc62544000004_042,104,26,18,8,211
54f9d3eedd3fc62544000004_043,104,26,13,5,211
54f9d3eedd3fc62544000004_044,104,26,7,3,211
54f9d3eedd3fc62544000004_045,104,26,7,4,211
54f9d3eedd3fc62544000004_047,104,26,18,8,357
54f9d3eedd3fc62544000004_048,104,26,13,5,357
54f9d3eedd3fc62544000004_049,104,26,7,3,357
54f9d3eedd3fc62544000004_050,104,26,7,4,357
54f9d3eedd3fc62544000004_053,104,26,18,8,238
54f9d3eedd3fc62544000004_055,104,26,13,5,238
54f9d3eedd3fc62544000004_056,104,26,7,3,238
54f9d3eedd3fc62544000004_057,104,26,7,4,238
54f9d3eedd3fc62544000004_059,104,26,18,8,218
54f9d3eedd3fc62544000004_060,104,26,13,5,218
54f9d3eedd3fc62544000004_061,104,26,7,3,218
54f9d3eedd3fc62544000004_062,104,26,7,4,218
54f9d3eedd3fc62544000004_065,104,26,18,8,282
54f9d3eedd3fc62544000004_066,104,26,13,5,282
54f9d3eedd3fc62544000004_067,104,26,7,3,282
54f9d3eedd3fc62544000004_068,104,26,7,4,282
54f9d3eedd3fc62544000004_071,104,26,18,8,268
54f9d3eedd3fc62544000004_072,104,26,13,5,268
54f9d3eedd3fc62544000004_073,104,26,13,5,268
54f9d3eedd3fc62544000004_074,104,26,7,3,268
54f9d3eedd3fc62544000004_075,104,26,7,3,268
54f9d3eedd3fc62544000004_076,104,26,7,4,268
54f9d3eedd3fc62544000004_080,104,26,18,8,268
54f9d3eedd3fc62544000004_081,104,26,13,5,268
54f9d3eedd3fc62544000004_082,104,26,13,5,268
54f9d3eedd3fc62544000004_083,104,26,7,3,268
54f9d3eedd3fc62544000004_084,104,26,7,4,268
54f9d3eedd3fc62544000004_086,104,26,18,8,268
54f9d3eedd3fc62544000004_087,104,26,13,5,268
54f9d3eedd3fc62544000004_088,104,26,7,3,268
54f9d3eedd3fc62544000004_089,104,26,7,4,268
54f9d3eedd3fc62544000004_091,104,26,18,8,211
54f9d3eedd3fc62544000004_092,104,26,13,5,211
54f9d3eedd3fc62544000004_093,104,26,7,3,211
54f9d3eedd3fc62544000004_094,104,26,7,4,211
54f9d3eedd3fc62544000004_096,104,26,18,8,307
54f9d3eedd3fc62544000004_098,104,26,13,5,307
54f9d3eedd3fc62544000004_099,104,26,7,3,307
54f9d3eedd3fc62544000004_100,104,26,7,4,307
54f9d3eedd3fc62544000004_103,104,26,18,8,203
54f9d3eedd3fc62544000004_104,104,26,13,5,203
54f9d3eedd3fc62544000004_105,104,26,7,3,203
54f9d3eedd3fc62544000004_106,104,26,7,4,203
54f9d3eedd3fc62544000004_109,104,26,18,8,203
54f9d3eedd3fc62544000004_110,104,26,13,5,203
54f9d3eedd3fc62544000004_111,104,26,7,3,203
54f9d3eedd3fc62544000004_112,104,26,7,4,203
54f9d3eedd3fc62544000004_115,104,26,18,8,211
54f9d3eedd3fc62544000004_116,104,26,13,5,211
54f9d3eedd3fc62544000004_117,104,26,7,3,211
54f9d3eedd3fc62544000004_118,104,26,7,4,211
54f9d3eedd3fc62544000004_120,104,26,18,8,218
54f9d3eedd3fc62544000004_121,104,26,13,5,218
54f9d3eedd3fc62544000004_122,104,26,7,3,218
54f9d3eedd3fc62544000004_123,104,26,7,4,218
515deafd298dcd4e51000025_001,77,14,9,3,227
515deafd298dcd4e51000025_002,77,14,9,3,227
515deafd298dcd4e51000025_003,77,14,47,18,388
515deafd298dcd4e51000025_004,77,14,18,8,239
515deafd298dcd4e51000025_005,77,14,17,4,239
515deafd298dcd4e51000025_006,77,14,18,4,239
515deafd298dcd4e51000025_007,77,14,18,8,239
52bf202003868f1b06000018_001,44,10,8,1,174
52bf202003868f1b06000018_003,44,10,8,1,272
52bf202003868f1b06000018_004,44,10,8,1,259
52bf202003868f1b06000018_006,44,10,8,1,255
52bf202003868f1b06000018_007,44,10,8,1,158
52bf202003868f1b06000018_008,44,10,9,4,158
52bf202003868f1b06000018_009,44,10,13,3,158
52bf202003868f1b06000018_010,44,10,9,4,292
52bf202003868f1b06000018_011,44,10,8,1,252
56be0da3ef6e394741000007_001,37,12,16,6,112
56be0da3ef6e394741000007_002,37,12,16,6,210
56be0da3ef6e394741000007_003,37,12,13,2,210
56be0da3ef6e394741000007_004,37,12,16,6,158
56be0da3ef6e394741000007_005,37,12,13,2,158
56be0da3ef6e394741000007_006,37,12,16,6,191
56be0da3ef6e394741000007_007,37,12,13,2,191
56be0da3ef6e394741000007_008,37,12,16,6,156
56be0da3ef6e394741000007_009,37,12,16,6,90
56be0da3ef6e394741000007_010,37,12,16,6,90
56be0da3ef6e394741000007_011,37,12,13,2,90
56be0da3ef6e394741000007_012,37,12,16,6,191
56be0da3ef6e394741000007_013,37,12,13,2,191
56be0da3ef6e394741000007_014,37,12,16,6,184
56be0da3ef6e394741000007_015,37,12,13,2,184
56be0da3ef6e394741000007_016,37,12,16,6,105
56be0da3ef6e394741000007_017,37,12,13,2,105
56be0da3ef6e394741000007_018,37,12,16,6,290
56be0da3ef6e394741000007_019,37,12,13,2,290
56be0da3ef6e394741000007_020,37,12,16,6,219
56be0da3ef6e394741000007_021,37,12,16,6,146
56be0da3ef6e394741000007_022,37,12,13,2,146
56be0da3ef6e394741000007_023,37,12,16,6,152
56be0da3ef6e394741000007_024,37,12,13,2,152
56be0da3ef6e394741000007_025,37,12,16,6,101
56be0da3ef6e394741000007_026,37,12,13,2,101
56be0da3ef6e394741000007_027,37,12,16,6,161
56be0da3ef6e394741000007_028,37,12,13,2,161
56be0da3ef6e394741000007_029,37,12,13,2,161
56be0da3ef6e394741000007_030,37,12,16,6,257
56be0da3ef6e394741000007_031,37,12,13,2,257
56be0da3ef6e394741000007_032,37,12,16,6,90
56be0da3ef6e394741000007_033,37,12,13,2,90
56be0da3ef6e394741000007_034,37,12,16,6,151
56be0da3ef6e394741000007_035,37,12,16,6,184
56be0da3ef6e394741000007_036,37,12,13,2,184
56be0da3ef6e394741000007_037,37,12,16,6,159
56be0da3ef6e394741000007_038,37,12,13,2,159
56be0da3ef6e394741000007_039,37,12,16,6,146
56be0da3ef6e394741000007_040,37,12,13,2,146
56be0da3ef6e394741000007_041,37,12,16,6,144
56be0da3ef6e394741000007_042,37,12,13,2,144
56be0da3ef6e394741000007_043,37,12,16,6,82
56be0da3ef6e394741000007_044,37,12,16,6,152
56be0da3ef6e394741000007_045,37,12,13,2,152
56be0da3ef6e394741000007_046,37,12,16,6,152
56be0da3ef6e394741000007_047,37,12,13,2,152
56be0da3ef6e394741000007_048,37,12,16,6,194
56be0da3ef6e394741000007_049,37,12,16,6,161
56be0da3ef6e394741000007_050,37,12,13,2,161
56be0da3ef6e394741000007_051,37,12,13,2,161
515a7ffdd24251bc050000a5_001,71,26,24,7,227
515a7ffdd24251bc050000a5_002,71,26,37,9,227
515a7ffdd24251bc050000a5_003,71,26,25,5,169
515a7ffdd24251bc050000a5_004,71,26,31,9,139
56a92be0a17756b72f000009_001,102,23,5,2,164
56a92be0a17756b72f000009_002,102,23,6,5,164
56a92be0a17756b72f000009_003,102,23,5,4,164
56a92be0a17756b72f000009_004,102,23,5,2,164
56a92be0a17756b72f000009_005,102,23,6,5,164
56a92be0a17756b72f000009_006,102,23,5,4,164
56a92be0a17756b72f000009_007,102,23,5,2,164
56a92be0a17756b72f000009_008,102,23,6,5,164
56a92be0a17756b72f000009_009,102,23,5,4,164
56a92be0a17756b72f000009_010,102,23,5,2,164
56a92be0a17756b72f000009_011,102,23,6,5,164
56a92be0a17756b72f000009_012,102,23,5,4,164
56c3327c50c68dd41600000c_001,64,18,41,34,210
56c3327c50c68dd41600000c_002,64,18,11,4,44
5314a7a4dae131f847000003_001,88,21,4,4,244
5314a7a4dae131f847000003_002,88,21,3,3,313
5314a7a4dae131f847000003_003,88,21,3,3,313
5314a7a4dae131f847000003_004,88,21,4,3,268
5314a7a4dae131f847000003_005,88,21,4,3,268
5314a7a4dae131f847000003_006,88,21,3,3,265
5314a7a4dae131f847000003_007,88,21,5,5,265
5314a7a4dae131f847000003_008,88,21,9,7,160
5314a7a4dae131f847000003_009,88,21,9,7,160
5314a7a4dae131f847000003_010,88,21,4,3,263
5314a7a4dae131f847000003_011,88,21,3,3,252
5314a7a4dae131f847000003_012,88,21,5,5,252
5314a7a4dae131f847000003_013,88,21,5,5,252
5314a7a4dae131f847000003_014,88,21,3,3,359
5314a7a4dae131f847000003_015,88,21,5,5,359
5314a7a4dae131f847000003_016,88,21,5,5,359
5314a7a4dae131f847000003_017,88,21,4,3,359
5314a7a4dae131f847000003_018,88,21,3,3,278
5314a7a4dae131f847000003_019,88,21,5,5,278
5314a7a4dae131f847000003_020,88,21,5,5,278
5314a7a4dae131f847000003_021,88,21,4,3,278
5314a7a4dae131f847000003_022,88,21,4,4,279
5314a7a4dae131f847000003_023,88,21,4,4,279
5314a7a4dae131f847000003_024,88,21,4,4,301
56c6dd275795f9a73e000008_001,98,21,8,7,223
56c6dd275795f9a73e000008_002,98,21,7,7,223
56c6dd275795f9a73e000008_003,98,21,8,7,223
56c6dd275795f9a73e000008_004,98,21,8,7,223
56c6dd275795f9a73e000008_005,98,21,7,7,195
56c6dd275795f9a73e000008_006,98,21,8,7,195
56c6dd275795f9a73e000008_007,98,21,8,7,195
56c6dd275795f9a73e000008_008,98,21,8,7,279
56c6dd275795f9a73e000008_009,98,21,7,7,279
56c6dd275795f9a73e000008_010,98,21,8,7,279
56c1f005ef6e39474100003a_001,46,14,13,6,380
56c1f005ef6e39474100003a_002,46,14,14,6,380
56c1f005ef6e39474100003a_003,46,14,13,6,320
56c1f005ef6e39474100003a_004,46,14,13,6,380
56c1f005ef6e39474100003a_005,46,14,14,6,380
56c1f005ef6e39474100003a_006,46,14,13,6,320
56c1f005ef6e39474100003a_007,46,14,13,6,320
56c1f005ef6e39474100003a_008,46,14,13,6,380
56c1f005ef6e39474100003a_009,46,14,14,6,380
56c1f005ef6e39474100003a_010,46,14,13,6,320
56c1f005ef6e39474100003a_011,46,14,13,6,380
56c1f005ef6e39474100003a_012,46,14,14,6,380
513ce3c8bee46bd34c000008_001,64,15,5,4,261
513ce3c8bee46bd34c000008_002,64,15,5,4,261
513ce3c8bee46bd34c000008_003,64,15,5,4,261
513ce3c8bee46bd34c000008_004,64,15,4,3,181
513ce3c8bee46bd34c000008_005,64,15,5,4,181
513ce3c8bee46bd34c000008_006,64,15,5,4,181
513ce3c8bee46bd34c000008_007,64,15,4,5,151
513ce3c8bee46bd34c000008_008,64,15,4,5,151
513ce3c8bee46bd34c000008_009,64,15,4,5,145
513ce3c8bee46bd34c000008_010,64,15,4,5,145
513ce3c8bee46bd34c000008_011,64,15,5,3,378
513ce3c8bee46bd34c000008_012,64,15,5,3,378
513ce3c8bee46bd34c000008_013,64,15,5,3,378
513ce3c8bee46bd34c000008_014,64,15,4,3,271
513ce3c8bee46bd34c000008_015,64,15,4,3,271
513ce3c8bee46bd34c000008_016,64,15,6,5,216
513ce3c8bee46bd34c000008_017,64,15,5,4,189
513ce3c8bee46bd34c000008_018,64,15,4,5,189
513ce3c8bee46bd34c000008_019,64,15,5,1,189
513ce3c8bee46bd34c000008_020,64,15,5,4,159
513ce3c8bee46bd34c000008_021,64,15,5,4,242
513ce3c8bee46bd34c000008_022,64,15,5,4,186
513ce3c8bee46bd34c000008_023,64,15,5,4,204
513ce3c8bee46bd34c000008_024,64,15,5,1,204
513ce3c8bee46bd34c000008_025,64,15,5,4,204
513ce3c8bee46bd34c000008_026,64,15,5,4,117
513ce3c8bee46bd34c000008_027,64,15,4,5,353
513ce3c8bee46bd34c000008_028,64,15,4,5,353
513ce3c8bee46bd34c000008_029,64,15,5,4,237
513ce3c8bee46bd34c000008_030,64,15,5,1,312
513ce3c8bee46bd34c000008_031,64,15,5,4,210
513ce3c8bee46bd34c000008_032,64,15,4,5,121
571e1e11bb137a4b0c000004_001,38,12,18,2,156
571e1e11bb137a4b0c000004_002,38,12,18,2,227
533f9df0c45e133714000016_001,66,14,17,2,262
533f9df0c45e133714000016_004,66,14,24,4,262
533f9df0c45e133714000016_006,66,14,13,2,262
533f9df0c45e133714000016_012,66,14,10,2,262
533f9df0c45e133714000016_014,66,14,17,2,280
533f9df0c45e133714000016_015,66,14,17,2,219
533f9df0c45e133714000016_024,66,14,17,2,255
533f9df0c45e133714000016_025,66,14,17,2,255
533f9df0c45e133714000016_026,66,14,17,2,199
533f9df0c45e133714000016_027,66,14,17,2,199
533f9df0c45e133714000016_041,66,14,17,2,273
533f9df0c45e133714000016_051,66,14,17,2,285
533f9df0c45e133714000016_058,66,14,17,2,195
56a3a386496b62f23f000007_001,36,9,6,4,119
56a3a386496b62f23f000007_002,36,9,6,4,120
56a3a386496b62f23f000007_003,36,9,6,4,120
56a3a386496b62f23f000007_004,36,9,6,4,120
56a3a386496b62f23f000007_005,36,9,6,4,120
56a3a386496b62f23f000007_006,36,9,6,4,120
56a3a386496b62f23f000007_007,36,9,6,4,120
56a3a386496b62f23f000007_008,36,9,6,4,120
56a3a386496b62f23f000007_009,36,9,6,4,120
56a3a386496b62f23f000007_010,36,9,11,5,120
56a3a386496b62f23f000007_011,36,9,11,5,120
56a3a386496b62f23f000007_012,36,9,10,7,120
56a3a386496b62f23f000007_013,36,9,17,9,120
56a3a386496b62f23f000007_014,36,9,17,9,120
56a3a386496b62f23f000007_015,36,9,6,4,201
56a3a386496b62f23f000007_016,36,9,11,5,201
56a3a386496b62f23f000007_017,36,9,6,4,162
56a3a386496b62f23f000007_018,36,9,11,5,162
56a3a386496b62f23f000007_019,36,9,6,4,162
56a3a386496b62f23f000007_020,36,9,6,4,162
56a3a386496b62f23f000007_021,36,9,6,4,162
56a3a386496b62f23f000007_022,36,9,11,5,162
56a3a386496b62f23f000007_023,36,9,6,4,116
56a3a386496b62f23f000007_024,36,9,6,4,120
56a3a386496b62f23f000007_025,36,9,6,4,120
56a3a386496b62f23f000007_026,36,9,6,4,120
56a3a386496b62f23f000007_027,36,9,6,4,120
56a3a386496b62f23f000007_028,36,9,11,5,120
56a3a386496b62f23f000007_029,36,9,10,7,120
56a3a386496b62f23f000007_030,36,9,17,9,120
56a3a386496b62f23f000007_031,36,9,6,4,120
56a3a386496b62f23f000007_032,36,9,6,4,120
56a3a386496b62f23f000007_033,36,9,6,4,120
56a3a386496b62f23f000007_034,36,9,6,4,120
56a3a386496b62f23f000007_035,36,9,6,4,120
56a3a386496b62f23f000007_036,36,9,11,5,120
56a3a386496b62f23f000007_037,36,9,17,9,120
56a3a386496b62f23f000007_038,36,9,6,4,120
56a3a386496b62f23f000007_039,36,9,6,4,120
56a3a386496b62f23f000007_040,36,9,6,4,120
56a3a386496b62f23f000007_041,36,9,6,4,120
56a3a386496b62f23f000007_042,36,9,6,4,120
56a3a386496b62f23f000007_043,36,9,11,5,120
56a3a386496b62f23f000007_044,36,9,17,9,120
56c1f038ef6e394741000051_001,35,8,21,7,206
56c1f038ef6e394741000051_002,35,8,8,3,206
56c1f038ef6e394741000051_003,35,8,11,2,206
56c1f038ef6e394741000051_004,35,8,8,3,172
56c1f038ef6e394741000051_005,35,8,8,3,172
56c1f038ef6e394741000051_006,35,8,11,2,172
56c1f038ef6e394741000051_007,35,8,11,2,172
56c1f038ef6e394741000051_008,35,8,8,3,134
56c1f038ef6e394741000051_009,35,8,11,2,134
56c1f038ef6e394741000051_010,35,8,8,3,134
56c1f038ef6e394741000051_011,35,8,11,2,134
56c1f038ef6e394741000051_012,35,8,11,2,131
56c1f038ef6e394741000051_013,35,8,11,2,131
56c1f038ef6e394741000051_014,35,8,11,2,82
56c1f038ef6e394741000051_015,35,8,8,3,156
56c1f038ef6e394741000051_016,35,8,11,2,156
56c1f038ef6e394741000051_017,35,8,11,2,131
56c1f038ef6e394741000051_018,35,8,11,2,76
56c1f038ef6e394741000051_019,35,8,8,3,223
56c1f038ef6e394741000051_020,35,8,11,2,223
56c1f038ef6e394741000051_021,35,8,8,3,100
56c1f038ef6e394741000051_022,35,8,11,2,100
56c1f038ef6e394741000051_023,35,8,8,3,208
56c1f038ef6e394741000051_024,35,8,11,2,208
56c1f038ef6e394741000051_025,35,8,11,2,116
56c1f038ef6e394741000051_026,35,8,11,2,80
56c1f038ef6e394741000051_027,35,8,8,3,87
56c1f038ef6e394741000051_028,35,8,11,2,103
56c1f038ef6e394741000051_029,35,8,8,3,109
56c1f038ef6e394741000051_030,35,8,11,2,109
56c1f038ef6e394741000051_031,35,8,11,2,131
56c1f038ef6e394741000051_032,35,8,11,2,131
56c1f038ef6e394741000051_033,35,8,11,2,131
56c1f038ef6e394741000051_034,35,8,11,2,131
56c1f038ef6e394741000051_035,35,8,8,3,156
56c1f038ef6e394741000051_036,35,8,11,2,156
56c1f038ef6e394741000051_037,35,8,11,2,76
56c1f038ef6e394741000051_038,35,8,8,3,223
56c1f038ef6e394741000051_039,35,8,11,2,223
56c1f038ef6e394741000051_040,35,8,8,3,134
56c1f038ef6e394741000051_041,35,8,11,2,134
571529efcb4ef8864c000001_001,52,13,10,4,167
571529efcb4ef8864c000001_002,52,13,10,5,167
571529efcb4ef8864c000001_003,52,13,10,4,167
571529efcb4ef8864c000001_004,52,13,10,5,167
571529efcb4ef8864c000001_005,52,13,13,6,167
571529efcb4ef8864c000001_006,52,13,10,4,167
571529efcb4ef8864c000001_007,52,13,10,4,398
571529efcb4ef8864c000001_008,52,13,10,5,203
